,bird_id,bird,trait_id,trait
1555,55,Common Yellowthroat,15,Wing color brown.
1556,55,Common Yellowthroat,16,Leg color buff.
1557,55,Common Yellowthroat,17,Upperparts color buff.
1558,55,Common Yellowthroat,18,Crown color buff.
1559,55,Common Yellowthroat,19,Tail pattern solid.
1560,55,Common Yellowthroat,20,Wing pattern solid.
1561,55,Common Yellowthroat,21,Back color buff.
1562,55,Common Yellowthroat,22,Nape color buff.
1563,55,Common Yellowthroat,23,Size small (5 - 9 in).
1564,55,Common Yellowthroat,24,Upper tail color brown.
1565,55,Common Yellowthroat,25,Under tail color brown.
1566,55,Common Yellowthroat,26,Wing shape rounded-wings.
1567,55,Common Yellowthroat,27,Tail shape notched tail.
1568,56,Crested Auklet,0,Bill length shorter than head.
1569,56,Crested Auklet,1,Forehead color black.
1570,56,Crested Auklet,2,Head pattern crested.
1571,56,Crested Auklet,3,Belly pattern solid.
1572,56,Crested Auklet,4,Throat color black.
1573,56,Crested Auklet,5,Nape color black.
1574,56,Crested Auklet,6,Eye color white.
1575,56,Crested Auklet,7,Breast pattern solid.
1576,56,Crested Auklet,8,Crown color black.
1577,56,Crested Auklet,9,Bill color orange.
1578,56,Crested Auklet,10,Upperparts color black.
1579,56,Crested Auklet,11,Primary color black.
1580,56,Crested Auklet,12,Back pattern solid.
1581,56,Crested Auklet,13,Underparts color grey.
1582,56,Crested Auklet,14,Belly color grey.
1583,56,Crested Auklet,15,Wing color black.
1584,56,Crested Auklet,16,Back color black.
1585,56,Crested Auklet,17,Wing pattern solid.
1586,56,Crested Auklet,18,Breast color grey.
1587,56,Crested Auklet,19,Leg color grey.
1588,56,Crested Auklet,20,Upper tail color black.
1589,56,Crested Auklet,21,Bill shape specialized.
1590,56,Crested Auklet,22,Shape upright-perching water-like.
1591,56,Crested Auklet,23,Under tail color black.
1592,56,Crested Auklet,24,Tail pattern solid.
1593,56,Crested Auklet,25,Size medium (9 - 16 in).
1594,56,Crested Auklet,26,Wing shape pointed-wings.
1595,56,Crested Auklet,27,Tail shape notched tail.
1596,57,Dark-eyed Junco,0,Bill length shorter than head.
1597,57,Dark-eyed Junco,1,Eye color black.
1598,57,Dark-eyed Junco,2,Bill shape cone.
1599,57,Dark-eyed Junco,3,Belly pattern solid.
1600,57,Dark-eyed Junco,4,Belly color white.
1601,57,Dark-eyed Junco,5,Primary color grey.
1602,57,Dark-eyed Junco,6,Underparts color white.
1603,57,Dark-eyed Junco,7,Shape perching-like.
1604,57,Dark-eyed Junco,8,Wing color grey.
1605,57,Dark-eyed Junco,9,Throat color grey.
1606,57,Dark-eyed Junco,10,Head pattern plain.
1607,57,Dark-eyed Junco,11,Breast pattern solid.
1608,57,Dark-eyed Junco,12,Size small (5 - 9 in).
1609,57,Dark-eyed Junco,13,Back pattern solid.
1610,57,Dark-eyed Junco,14,Nape color grey.
1611,57,Dark-eyed Junco,15,Breast color grey.
1612,57,Dark-eyed Junco,16,Forehead color grey.
1613,57,Dark-eyed Junco,17,Bill color buff.
1614,57,Dark-eyed Junco,18,Crown color black.
1615,57,Dark-eyed Junco,19,Back color grey.
1616,57,Dark-eyed Junco,20,Wing pattern solid.
1617,57,Dark-eyed Junco,21,Tail pattern solid.
1618,57,Dark-eyed Junco,22,Upperparts color grey.
1619,57,Dark-eyed Junco,23,Leg color buff.
1620,57,Dark-eyed Junco,24,Under tail color grey.
1621,57,Dark-eyed Junco,25,Upper tail color grey.
1622,57,Dark-eyed Junco,26,Tail shape pointed tail.
1623,57,Dark-eyed Junco,27,Wing shape pointed-wings.
1624,58,Downy Woodpecker,0,Wing color black.
1625,58,Downy Woodpecker,1,Upperparts color black.
1626,58,Downy Woodpecker,2,Eye color black.
1627,58,Downy Woodpecker,3,Crown color black.
1628,58,Downy Woodpecker,4,Primary color black.
1629,58,Downy Woodpecker,5,Nape color black.
1630,58,Downy Woodpecker,6,Breast pattern solid.
1631,58,Downy Woodpecker,7,Belly pattern solid.
1632,58,Downy Woodpecker,8,Wing pattern spotted.
1633,58,Downy Woodpecker,9,Underparts color white.
1634,58,Downy Woodpecker,10,Belly color white.
1635,58,Downy Woodpecker,11,Breast color white.
1636,58,Downy Woodpecker,12,Forehead color black.
1637,58,Downy Woodpecker,13,Throat color white.
1638,58,Downy Woodpecker,14,Bill color black.
1639,58,Downy Woodpecker,15,Bill length shorter than head.
1640,58,Downy Woodpecker,16,Back color white.
1641,58,Downy Woodpecker,17,Shape tree-clinging-like.
1642,58,Downy Woodpecker,18,Under tail color black.
1643,58,Downy Woodpecker,19,Leg color grey.
1644,58,Downy Woodpecker,20,Bill shape all-purpose.
1645,58,Downy Woodpecker,21,Size small (5 - 9 in).
1646,58,Downy Woodpecker,22,Back pattern multi-colored.
1647,58,Downy Woodpecker,23,Upper tail color black.
1648,58,Downy Woodpecker,24,Head pattern eyebrow.
1649,58,Downy Woodpecker,25,Tail pattern multi-colored.
1650,58,Downy Woodpecker,26,Tail shape notched tail.
1651,58,Downy Woodpecker,27,Wing shape pointed-wings.
1652,59,Eared Grebe,0,Size medium (9 - 16 in).
1653,59,Eared Grebe,1,Forehead color black.
1654,59,Eared Grebe,2,Primary color black.
1655,59,Eared Grebe,3,Crown color black.
1656,59,Eared Grebe,4,Shape duck-like.
1657,59,Eared Grebe,5,Eye color red.
1658,59,Eared Grebe,6,Bill color black.
1659,59,Eared Grebe,7,Back pattern solid.
1660,59,Eared Grebe,8,Upperparts color grey.
1661,59,Eared Grebe,9,Bill length about the same as head.
1662,59,Eared Grebe,10,Back color black.
1663,59,Eared Grebe,11,Breast pattern solid.
1664,59,Eared Grebe,12,Wing color grey.
1665,59,Eared Grebe,13,Nape color grey.
1666,59,Eared Grebe,14,Breast color grey.
1667,59,Eared Grebe,15,Bill shape spatulate.
1668,59,Eared Grebe,16,Throat color grey.
1669,59,Eared Grebe,17,Wing pattern multi-colored.
1670,59,Eared Grebe,18,Head pattern crested.
1671,59,Eared Grebe,19,Belly color grey.
1672,59,Eared Grebe,20,Belly pattern solid.
1673,59,Eared Grebe,21,Underparts color grey.
1674,59,Eared Grebe,22,Wing shape pointed-wings.
1675,59,Eared Grebe,23,Upper tail color grey.
1676,59,Eared Grebe,24,Under tail color grey.
1677,59,Eared Grebe,25,Tail pattern striped.
1678,59,Eared Grebe,26,Tail shape rounded tail.
1679,59,Eared Grebe,27,Leg color orange.
1680,60,Eastern Phoebe,0,Eye color black.
1681,60,Eastern Phoebe,1,Bill length shorter than head.
1682,60,Eastern Phoebe,2,Bill color black.
1683,60,Eastern Phoebe,3,Breast pattern solid.
1684,60,Eastern Phoebe,4,Bill shape all-purpose.
1685,60,Eastern Phoebe,5,Belly pattern solid.
1686,60,Eastern Phoebe,6,Leg color black.
1687,60,Eastern Phoebe,7,Shape perching-like.
1688,60,Eastern Phoebe,8,Back pattern solid.
1689,60,Eastern Phoebe,9,Head pattern plain.
1690,60,Eastern Phoebe,10,Size small (5 - 9 in).
1691,60,Eastern Phoebe,11,Underparts color white.
1692,60,Eastern Phoebe,12,Forehead color brown.
1693,60,Eastern Phoebe,13,Primary color brown.
1694,60,Eastern Phoebe,14,Wing color brown.
1695,60,Eastern Phoebe,15,Belly color white.
1696,60,Eastern Phoebe,16,Tail pattern solid.
1697,60,Eastern Phoebe,17,Crown color brown.
1698,60,Eastern Phoebe,18,Upperparts color brown.
1699,60,Eastern Phoebe,19,Upper tail color brown.
1700,60,Eastern Phoebe,20,Nape color brown.
1701,60,Eastern Phoebe,21,Wing pattern multi-colored.
1702,60,Eastern Phoebe,22,Breast color buff.
1703,60,Eastern Phoebe,23,Under tail color black.
1704,60,Eastern Phoebe,24,Back color brown.
1705,60,Eastern Phoebe,25,Wing shape rounded-wings.
1706,60,Eastern Phoebe,26,Throat color grey.
1707,60,Eastern Phoebe,27,Tail shape notched tail.
1708,61,Eastern Towhee,0,Bill length shorter than head.
1709,61,Eastern Towhee,1,Throat color black.
1710,61,Eastern Towhee,2,Forehead color black.
1711,61,Eastern Towhee,3,Crown color black.
1712,61,Eastern Towhee,4,Nape color black.
1713,61,Eastern Towhee,5,Bill shape cone.
1714,61,Eastern Towhee,6,Head pattern plain.
1715,61,Eastern Towhee,7,Belly color white.
1716,61,Eastern Towhee,8,Underparts color white.
1717,61,Eastern Towhee,9,Primary color black.
1718,61,Eastern Towhee,10,Eye color black.
1719,61,Eastern Towhee,11,Upperparts color black.
1720,61,Eastern Towhee,12,Bill color black.
1721,61,Eastern Towhee,13,Breast color black.
1722,61,Eastern Towhee,14,Shape perching-like.
1723,61,Eastern Towhee,15,Back color black.
1724,61,Eastern Towhee,16,Size small (5 - 9 in).
1725,61,Eastern Towhee,17,Wing color black.
1726,61,Eastern Towhee,18,Back pattern solid.
1727,61,Eastern Towhee,19,Belly pattern solid.
1728,61,Eastern Towhee,20,Breast pattern solid.
1729,61,Eastern Towhee,21,Tail pattern solid.
1730,61,Eastern Towhee,22,Wing pattern multi-colored.
1731,61,Eastern Towhee,23,Upper tail color black.
1732,61,Eastern Towhee,24,Leg color buff.
1733,61,Eastern Towhee,25,Under tail color black.
1734,61,Eastern Towhee,26,Tail shape notched tail.
1735,61,Eastern Towhee,27,Wing shape rounded-wings.
1736,62,Eastern Whip-poor-will,0,Eye color black.
1737,62,Eastern Whip-poor-will,1,Bill length shorter than head.
1738,62,Eastern Whip-poor-will,2,Primary color brown.
1739,62,Eastern Whip-poor-will,3,Breast pattern spotted.
1740,62,Eastern Whip-poor-will,4,Wing pattern spotted.
1741,62,Eastern Whip-poor-will,5,Back pattern spotted.
1742,62,Eastern Whip-poor-will,6,Tail pattern spotted.
1743,62,Eastern Whip-poor-will,7,Upperparts color grey.
1744,62,Eastern Whip-poor-will,8,Wing color brown.
1745,62,Eastern Whip-poor-will,9,Size small (5 - 9 in).
1746,62,Eastern Whip-poor-will,10,Breast color grey.
1747,62,Eastern Whip-poor-will,11,Upper tail color brown.
1748,62,Eastern Whip-poor-will,12,Throat color grey.
1749,62,Eastern Whip-poor-will,13,Crown color black.
1750,62,Eastern Whip-poor-will,14,Bill shape cone.
1751,62,Eastern Whip-poor-will,15,Belly pattern spotted.
1752,62,Eastern Whip-poor-will,16,Shape perching-like.
1753,62,Eastern Whip-poor-will,17,Back color brown.
1754,62,Eastern Whip-poor-will,18,Forehead color brown.
1755,62,Eastern Whip-poor-will,19,Nape color brown.
1756,62,Eastern Whip-poor-will,20,Bill color grey.
1757,62,Eastern Whip-poor-will,21,Under tail color brown.
1758,62,Eastern Whip-poor-will,22,Belly color grey.
1759,62,Eastern Whip-poor-will,23,Underparts color buff.
1760,62,Eastern Whip-poor-will,24,Head pattern spotted.
1761,62,Eastern Whip-poor-will,25,Tail shape notched tail.
1762,62,Eastern Whip-poor-will,26,Wing shape rounded-wings.
1763,62,Eastern Whip-poor-will,27,Leg color grey.
1764,63,Elegant Tern,0,Breast pattern solid.
1765,63,Elegant Tern,1,Breast color white.
1766,63,Elegant Tern,2,Throat color white.
1767,63,Elegant Tern,3,Belly pattern solid.
1768,63,Elegant Tern,4,Belly color white.
1769,63,Elegant Tern,5,Primary color white.
1770,63,Elegant Tern,6,Eye color black.
1771,63,Elegant Tern,7,Bill length about the same as head.
1772,63,Elegant Tern,8,Underparts color white.
1773,63,Elegant Tern,9,Crown color black.
1774,63,Elegant Tern,10,Bill shape dagger.
1775,63,Elegant Tern,11,Nape color white.
1776,63,Elegant Tern,12,Bill color orange.
1777,63,Elegant Tern,13,Forehead color white.
1778,63,Elegant Tern,14,Upperparts color white.
1779,63,Elegant Tern,15,Leg color black.
1780,63,Elegant Tern,16,Head pattern capped.
1781,63,Elegant Tern,17,Wing color grey.
1782,63,Elegant Tern,18,Shape gull-like.
1783,63,Elegant Tern,19,Back pattern solid.
1784,63,Elegant Tern,20,Under tail color white.
1785,63,Elegant Tern,21,Size medium (9 - 16 in).
1786,63,Elegant Tern,22,Back color white.
1787,63,Elegant Tern,23,Tail pattern solid.
1788,63,Elegant Tern,24,Wing pattern multi-colored.
1789,63,Elegant Tern,25,Upper tail color grey.
1790,63,Elegant Tern,26,Wing shape tapered-wings.
1791,63,Elegant Tern,27,Tail shape pointed tail.
1792,64,Eurasian Tree Sparrow,0,Bill length shorter than head.
1793,64,Eurasian Tree Sparrow,1,Bill shape cone.
1794,64,Eurasian Tree Sparrow,2,Eye color black.
1795,64,Eurasian Tree Sparrow,3,Belly pattern solid.
1796,64,Eurasian Tree Sparrow,4,Crown color brown.
1797,64,Eurasian Tree Sparrow,5,Shape perching-like.
1798,64,Eurasian Tree Sparrow,6,Upperparts color brown.
1799,64,Eurasian Tree Sparrow,7,Primary color brown.
1800,64,Eurasian Tree Sparrow,8,Breast pattern solid.
1801,64,Eurasian Tree Sparrow,9,Wing color brown.
1802,64,Eurasian Tree Sparrow,10,Forehead color brown.
1803,64,Eurasian Tree Sparrow,11,Belly color white.
1804,64,Eurasian Tree Sparrow,12,Underparts color white.
1805,64,Eurasian Tree Sparrow,13,Wing pattern striped.
1806,64,Eurasian Tree Sparrow,14,Size small (5 - 9 in).
1807,64,Eurasian Tree Sparrow,15,Bill color black.
1808,64,Eurasian Tree Sparrow,16,Nape color grey.
1809,64,Eurasian Tree Sparrow,17,Back pattern striped.
1810,64,Eurasian Tree Sparrow,18,Back color brown.
1811,64,Eurasian Tree Sparrow,19,Throat color grey.
1812,64,Eurasian Tree Sparrow,20,Head pattern capped.
1813,64,Eurasian Tree Sparrow,21,Breast color buff.
1814,64,Eurasian Tree Sparrow,22,Under tail color brown.
1815,64,Eurasian Tree Sparrow,23,Leg color buff.
1816,64,Eurasian Tree Sparrow,24,Tail shape notched tail.
1817,64,Eurasian Tree Sparrow,25,Tail pattern striped.
1818,64,Eurasian Tree Sparrow,26,Upper tail color brown.
1819,64,Eurasian Tree Sparrow,27,Wing shape rounded-wings.
1820,65,European Goldfinch,0,Eye color black.
1821,65,European Goldfinch,1,Bill length shorter than head.
1822,65,European Goldfinch,2,Bill shape cone.
1823,65,European Goldfinch,3,Wing pattern multi-colored.
1824,65,European Goldfinch,4,Wing color black.
1825,65,European Goldfinch,5,Upperparts color black.
1826,65,European Goldfinch,6,Crown color black.
1827,65,European Goldfinch,7,Underparts color buff.
1828,65,European Goldfinch,8,Size small (5 - 9 in).
1829,65,European Goldfinch,9,Back color buff.
1830,65,European Goldfinch,10,Forehead color red.
1831,65,European Goldfinch,11,Breast color white.
1832,65,European Goldfinch,12,Leg color buff.
1833,65,European Goldfinch,13,Throat color red.
1834,65,European Goldfinch,14,Under tail color black.
1835,65,European Goldfinch,15,Belly color white.
1836,65,European Goldfinch,16,Shape perching-like.
1837,65,European Goldfinch,17,Primary color buff.
1838,65,European Goldfinch,18,Bill color buff.
1839,65,European Goldfinch,19,Belly pattern multi-colored.
1840,65,European Goldfinch,20,Breast pattern multi-colored.
1841,65,European Goldfinch,21,Tail pattern multi-colored.
1842,65,European Goldfinch,22,Tail shape notched tail.
1843,65,European Goldfinch,23,Nape color black.
1844,65,European Goldfinch,24,Back pattern multi-colored.
1845,65,European Goldfinch,25,Upper tail color white.
1846,65,European Goldfinch,26,Head pattern capped.
1847,65,European Goldfinch,27,Wing shape rounded-wings.
1848,66,Evening Grosbeak,0,Eye color black.
1849,66,Evening Grosbeak,1,Wing color white.
1850,66,Evening Grosbeak,2,Bill shape cone.
1851,66,Evening Grosbeak,3,Wing pattern multi-colored.
1852,66,Evening Grosbeak,4,Bill length shorter than head.
1853,66,Evening Grosbeak,5,Forehead color yellow.
1854,66,Evening Grosbeak,6,Belly pattern solid.
1855,66,Evening Grosbeak,7,Primary color yellow.
1856,66,Evening Grosbeak,8,Upperparts color white.
1857,66,Evening Grosbeak,9,Underparts color yellow.
1858,66,Evening Grosbeak,10,Throat color brown.
1859,66,Evening Grosbeak,11,Belly color yellow.
1860,66,Evening Grosbeak,12,Nape color brown.
1861,66,Evening Grosbeak,13,Shape perching-like.
1862,66,Evening Grosbeak,14,Under tail color black.
1863,66,Evening Grosbeak,15,Breast pattern solid.
1864,66,Evening Grosbeak,16,Breast color brown.
1865,66,Evening Grosbeak,17,Size small (5 - 9 in).
1866,66,Evening Grosbeak,18,Leg color buff.
1867,66,Evening Grosbeak,19,Bill color yellow.
1868,66,Evening Grosbeak,20,Back color yellow.
1869,66,Evening Grosbeak,21,Crown color black.
1870,66,Evening Grosbeak,22,Head pattern eyebrow.
1871,66,Evening Grosbeak,23,Tail pattern solid.
1872,66,Evening Grosbeak,24,Upper tail color black.
1873,66,Evening Grosbeak,25,Back pattern solid.
1874,66,Evening Grosbeak,26,Tail shape notched tail.
1875,66,Evening Grosbeak,27,Wing shape rounded-wings.
1876,67,Field Sparrow,0,Bill length shorter than head.
1877,67,Field Sparrow,1,Eye color black.
1878,67,Field Sparrow,2,Bill shape cone.
1879,67,Field Sparrow,3,Shape perching-like.
1880,67,Field Sparrow,4,Belly pattern solid.
1881,67,Field Sparrow,5,Wing color brown.
1882,67,Field Sparrow,6,Breast color buff.
1883,67,Field Sparrow,7,Breast pattern solid.
1884,67,Field Sparrow,8,Underparts color buff.
1885,67,Field Sparrow,9,Upperparts color brown.
1886,67,Field Sparrow,10,Primary color buff.
1887,67,Field Sparrow,11,Crown color brown.
1888,67,Field Sparrow,12,Size very small (3 - 5 in).
1889,67,Field Sparrow,13,Throat color buff.
1890,67,Field Sparrow,14,Belly color buff.
1891,67,Field Sparrow,15,Back color buff.
1892,67,Field Sparrow,16,Forehead color brown.
1893,67,Field Sparrow,17,Wing pattern striped.
1894,67,Field Sparrow,18,Nape color buff.
1895,67,Field Sparrow,19,Tail shape notched tail.
1896,67,Field Sparrow,20,Back pattern striped.
1897,67,Field Sparrow,21,Bill color orange.
1898,67,Field Sparrow,22,Leg color buff.
1899,67,Field Sparrow,23,Head pattern eyering.
1900,67,Field Sparrow,24,Under tail color buff.
1901,67,Field Sparrow,25,Upper tail color buff.
1902,67,Field Sparrow,26,Tail pattern solid.
1903,67,Field Sparrow,27,Wing shape pointed-wings.
1904,68,Fish Crow,0,Primary color black.
1905,68,Fish Crow,1,Wing color black.
1906,68,Fish Crow,2,Wing pattern solid.
1907,68,Fish Crow,3,Breast pattern solid.
1908,68,Fish Crow,4,Throat color black.
1909,68,Fish Crow,5,Forehead color black.
1910,68,Fish Crow,6,Breast color black.
1911,68,Fish Crow,7,Under tail color black.
1912,68,Fish Crow,8,Crown color black.
1913,68,Fish Crow,9,Underparts color black.
1914,68,Fish Crow,10,Nape color black.
1915,68,Fish Crow,11,Belly pattern solid.
1916,68,Fish Crow,12,Belly color black.
1917,68,Fish Crow,13,Tail pattern solid.
1918,68,Fish Crow,14,Eye color black.
1919,68,Fish Crow,15,Bill color black.
1920,68,Fish Crow,16,Upperparts color black.
1921,68,Fish Crow,17,Head pattern plain.
1922,68,Fish Crow,18,Back color black.
1923,68,Fish Crow,19,Back pattern solid.
1924,68,Fish Crow,20,Leg color black.
1925,68,Fish Crow,21,Upper tail color black.
1926,68,Fish Crow,22,Bill length about the same as head.
1927,68,Fish Crow,23,Bill shape all-purpose.
1928,68,Fish Crow,24,Size small (5 - 9 in).
1929,68,Fish Crow,25,Shape perching-like.
1930,68,Fish Crow,26,Wing shape rounded-wings.
1931,68,Fish Crow,27,Tail shape squared tail.
1932,69,Florida Scrub-Jay,0,Eye color black.
1933,69,Florida Scrub-Jay,1,Primary color blue.
1934,69,Florida Scrub-Jay,2,Nape color blue.
1935,69,Florida Scrub-Jay,3,Wing color blue.
1936,69,Florida Scrub-Jay,4,Bill shape all-purpose.
1937,69,Florida Scrub-Jay,5,Upperparts color blue.
1938,69,Florida Scrub-Jay,6,Crown color blue.
1939,69,Florida Scrub-Jay,7,Breast pattern multi-colored.
1940,69,Florida Scrub-Jay,8,Under tail color blue.
1941,69,Florida Scrub-Jay,9,Bill color black.
1942,69,Florida Scrub-Jay,10,Breast color blue.
1943,69,Florida Scrub-Jay,11,Belly pattern solid.
1944,69,Florida Scrub-Jay,12,Upper tail color blue.
1945,69,Florida Scrub-Jay,13,Size small (5 - 9 in).
1946,69,Florida Scrub-Jay,14,Leg color black.
1947,69,Florida Scrub-Jay,15,Back color blue.
1948,69,Florida Scrub-Jay,16,Bill length shorter than head.
1949,69,Florida Scrub-Jay,17,Underparts color blue.
1950,69,Florida Scrub-Jay,18,Forehead color blue.
1951,69,Florida Scrub-Jay,19,Back pattern multi-colored.
1952,69,Florida Scrub-Jay,20,Belly color grey.
1953,69,Florida Scrub-Jay,21,Tail pattern solid.
1954,69,Florida Scrub-Jay,22,Shape perching-like.
1955,69,Florida Scrub-Jay,23,Throat color grey.
1956,69,Florida Scrub-Jay,24,Wing pattern solid.
1957,69,Florida Scrub-Jay,25,Head pattern eyering.
1958,69,Florida Scrub-Jay,26,Tail shape notched tail.
1959,69,Florida Scrub-Jay,27,Wing shape rounded-wings.
1960,70,Forster's Tern,0,Breast pattern solid.
1961,70,Forster's Tern,1,Breast color white.
1962,70,Forster's Tern,2,Throat color white.
1963,70,Forster's Tern,3,Belly color white.
1964,70,Forster's Tern,4,Belly pattern solid.
1965,70,Forster's Tern,5,Underparts color white.
1966,70,Forster's Tern,6,Primary color white.
1967,70,Forster's Tern,7,Bill length about the same as head.
1968,70,Forster's Tern,8,Crown color black.
1969,70,Forster's Tern,9,Bill color black.
1970,70,Forster's Tern,10,Forehead color black.
1971,70,Forster's Tern,11,Nape color white.
1972,70,Forster's Tern,12,Bill shape dagger.
1973,70,Forster's Tern,13,Wing pattern solid.
1974,70,Forster's Tern,14,Upperparts color white.
1975,70,Forster's Tern,15,Leg color orange.
1976,70,Forster's Tern,16,Back pattern solid.
1977,70,Forster's Tern,17,Eye color black.
1978,70,Forster's Tern,18,Wing color white.
1979,70,Forster's Tern,19,Head pattern capped.
1980,70,Forster's Tern,20,Size medium (9 - 16 in).
1981,70,Forster's Tern,21,Back color white.
1982,70,Forster's Tern,22,Under tail color white.
1983,70,Forster's Tern,23,Shape gull-like.
1984,70,Forster's Tern,24,Tail pattern solid.
1985,70,Forster's Tern,25,Upper tail color white.
1986,70,Forster's Tern,26,Tail shape forked tail.
1987,70,Forster's Tern,27,Wing shape long-wings.
1988,71,Fox Sparrow,0,Bill length shorter than head.
1989,71,Fox Sparrow,1,Eye color black.
1990,71,Fox Sparrow,2,Bill shape cone.
1991,71,Fox Sparrow,3,Primary color brown.
1992,71,Fox Sparrow,4,Underparts color white.
1993,71,Fox Sparrow,5,Breast color white.
1994,71,Fox Sparrow,6,Belly color white.
1995,71,Fox Sparrow,7,Shape perching-like.
1996,71,Fox Sparrow,8,Wing color brown.
1997,71,Fox Sparrow,9,Upperparts color brown.
1998,71,Fox Sparrow,10,Crown color brown.
1999,71,Fox Sparrow,11,Forehead color brown.
2000,71,Fox Sparrow,12,Nape color brown.
2001,71,Fox Sparrow,13,Throat color white.
2002,71,Fox Sparrow,14,Breast pattern striped.
2003,71,Fox Sparrow,15,Back color brown.
2004,71,Fox Sparrow,16,Belly pattern striped.
2005,71,Fox Sparrow,17,Upper tail color brown.
2006,71,Fox Sparrow,18,Under tail color brown.
2007,71,Fox Sparrow,19,Leg color buff.
2008,71,Fox Sparrow,20,Size very small (3 - 5 in).
2009,71,Fox Sparrow,21,Wing pattern striped.
2010,71,Fox Sparrow,22,Tail pattern solid.
2011,71,Fox Sparrow,23,Tail shape notched tail.
2012,71,Fox Sparrow,24,Back pattern striped.
2013,71,Fox Sparrow,25,Head pattern eyering.
2014,71,Fox Sparrow,26,Bill color brown.
2015,71,Fox Sparrow,27,Wing shape rounded-wings.
2016,72,Gadwall,0,Bill shape spatulate.
2017,72,Gadwall,1,Eye color black.
2018,72,Gadwall,2,Size medium (9 - 16 in).
2019,72,Gadwall,3,Shape duck-like.
2020,72,Gadwall,4,Bill length about the same as head.
2021,72,Gadwall,5,Bill color black.
2022,72,Gadwall,6,Upperparts color brown.
2023,72,Gadwall,7,Primary color brown.
2024,72,Gadwall,8,Nape color brown.
2025,72,Gadwall,9,Crown color brown.
2026,72,Gadwall,10,Wing color buff.
2027,72,Gadwall,11,Back color brown.
2028,72,Gadwall,12,Forehead color brown.
2029,72,Gadwall,13,Head pattern plain.
2030,72,Gadwall,14,Breast color brown.
2031,72,Gadwall,15,Throat color brown.
2032,72,Gadwall,16,Breast pattern spotted.
2033,72,Gadwall,17,Under tail color black.
2034,72,Gadwall,18,Underparts color brown.
2035,72,Gadwall,19,Back pattern solid.
2036,72,Gadwall,20,Wing pattern solid.
2037,72,Gadwall,21,Tail pattern multi-colored.
2038,72,Gadwall,22,Belly pattern solid.
2039,72,Gadwall,23,Upper tail color brown.
2040,72,Gadwall,24,Belly color white.
2041,72,Gadwall,25,Wing shape pointed-wings.
2042,72,Gadwall,26,Tail shape fan-shaped tail.
2043,72,Gadwall,27,Leg color brown.
2044,73,Glaucous-winged Gull,0,Throat color white.
2045,73,Glaucous-winged Gull,1,Primary color white.
2046,73,Glaucous-winged Gull,2,Nape color white.
2047,73,Glaucous-winged Gull,3,Belly color white.
2048,73,Glaucous-winged Gull,4,Breast color white.
2049,73,Glaucous-winged Gull,5,Crown color white.
2050,73,Glaucous-winged Gull,6,Underparts color white.
2051,73,Glaucous-winged Gull,7,Eye color black.
2052,73,Glaucous-winged Gull,8,Forehead color white.
2053,73,Glaucous-winged Gull,9,Breast pattern solid.
2054,73,Glaucous-winged Gull,10,Belly pattern solid.
2055,73,Glaucous-winged Gull,11,Wing color grey.
2056,73,Glaucous-winged Gull,12,Upperparts color grey.
2057,73,Glaucous-winged Gull,13,Bill length about the same as head.
2058,73,Glaucous-winged Gull,14,Back color grey.
2059,73,Glaucous-winged Gull,15,Bill shape hooked seabird.
2060,73,Glaucous-winged Gull,16,Head pattern plain.
2061,73,Glaucous-winged Gull,17,Bill color yellow.
2062,73,Glaucous-winged Gull,18,Back pattern solid.
2063,73,Glaucous-winged Gull,19,Shape gull-like.
2064,73,Glaucous-winged Gull,20,Size medium (9 - 16 in).
2065,73,Glaucous-winged Gull,21,Under tail color white.
2066,73,Glaucous-winged Gull,22,Upper tail color grey.
2067,73,Glaucous-winged Gull,23,Wing pattern solid.
2068,73,Glaucous-winged Gull,24,Tail pattern multi-colored.
2069,73,Glaucous-winged Gull,25,Leg color buff.
2070,73,Glaucous-winged Gull,26,Tail shape squared tail.
2071,73,Glaucous-winged Gull,27,Wing shape rounded-wings.
2072,74,Golden-winged Warbler,0,Forehead color yellow.
2073,74,Golden-winged Warbler,1,Eye color black.
2074,74,Golden-winged Warbler,2,Throat color black.
2075,74,Golden-winged Warbler,3,Bill color black.
2076,74,Golden-winged Warbler,4,Belly pattern solid.
2077,74,Golden-winged Warbler,5,Shape perching-like.
2078,74,Golden-winged Warbler,6,Crown color yellow.
2079,74,Golden-winged Warbler,7,Wing color yellow.
2080,74,Golden-winged Warbler,8,Nape color grey.
2081,74,Golden-winged Warbler,9,Wing pattern multi-colored.
2082,74,Golden-winged Warbler,10,Primary color grey.
2083,74,Golden-winged Warbler,11,Breast pattern solid.
2084,74,Golden-winged Warbler,12,Underparts color grey.
2085,74,Golden-winged Warbler,13,Breast color grey.
2086,74,Golden-winged Warbler,14,Back color grey.
2087,74,Golden-winged Warbler,15,Bill length shorter than head.
2088,74,Golden-winged Warbler,16,Upperparts color grey.
2089,74,Golden-winged Warbler,17,Under tail color grey.
2090,74,Golden-winged Warbler,18,Belly color grey.
2091,74,Golden-winged Warbler,19,Size small (5 - 9 in).
2092,74,Golden-winged Warbler,20,Bill shape all-purpose.
2093,74,Golden-winged Warbler,21,Back pattern solid.
2094,74,Golden-winged Warbler,22,Upper tail color grey.
2095,74,Golden-winged Warbler,23,Tail pattern solid.
2096,74,Golden-winged Warbler,24,Leg color grey.
